nombre,email,mensaje,fecha_nacimiento,fecha_ingreso
TERESA,teresa@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1999-11-20,2015-01-02
ZILDA,zilda@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1990-11-07,2002-09-21
LUCILENE,lucilene@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2001-04-02,2018-11-15
CLARA,clara@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1958-08-03,2023-04-25
ROSANE,rosane@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1962-03-12,1999-07-09
IVONETE,ivonete@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1979-04-22,2021-08-07
LUCIANE,luciane@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1959-08-19,2011-02-05
ISADORA,isadora@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1955-03-25,2014-04-06
NILZA,nilza@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1983-12-16,2018-02-19
PALOMA,paloma@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1989-11-12,2016-09-01
CARMEM,carmem@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1987-03-13,2019-01-09
SUELEN,suelen@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1983-08-23,2020-07-26
ROSIMEIRE,rosimeire@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1996-12-26,2007-05-19
CLEUSA,cleusa@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1987-12-16,2021-03-09
VANDA,vanda@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1960-05-24,2009-02-12
ILDA,ilda@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1995-02-01,2000-08-14
JANE,jane@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1968-08-03,2019-12-09
ELIENE,eliene@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1971-12-17,2007-07-05
MAYARA,mayara@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1956-05-14,2019-03-15
DIANA,diana@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1992-02-03,1998-05-22
SOFIA,sofia@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1983-02-13,2008-11-30
ARIANE,ariane@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1987-07-29,2013-08-15
SUZANA,suzana@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2001-06-09,2003-11-28
MARIANE,mariane@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1984-10-17,2017-09-06
CLARICE,clarice@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2003-01-20,2023-05-04
DAIANA,daiana@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1951-11-06,1999-04-08
EDILENE,edilene@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1951-03-10,2003-11-26
MIRIAM,miriam@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1972-03-06,2013-05-25
ELISABETE,elisabete@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1999-09-10,2019-10-10
ELIETE,eliete@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1992-04-13,2019-11-10
KARINE,karine@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2000-10-03,2008-04-16
JUSSARA,jussara@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2005-04-25,2001-06-17
IZABEL,izabel@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1966-12-17,2006-12-29
ODETE,odete@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1979-06-15,1999-07-05
KAREN,karen@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1962-03-05,2009-01-25
LUISA,luisa@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1959-07-10,1999-09-01
CASSIA,cassia@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1990-08-27,2014-10-07
ALANA,alana@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1956-12-28,2001-01-29
MONIQUE,monique@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1995-08-21,2006-12-01
CATIA,catia@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1977-11-17,2015-06-18
LUCIMAR,lucimar@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1972-07-25,2007-08-23
DEISE,deise@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1980-09-28,2022-10-06
ISABELE,isabele@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1973-04-12,2014-01-23
KEILA,keila@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1988-03-08,2018-06-02
EVELIN,evelin@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2003-05-08,2008-12-30
ANDREZA,andreza@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1958-07-20,2020-09-15
ADRIELE,adriele@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1985-01-03,2016-05-31
JOSEANE,joseane@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1955-04-01,2005-07-28
LOURDES,lourdes@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1958-03-27,2002-02-09
YASMIM,yasmim@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2002-10-20,2000-07-20
ALZIRA,alzira@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1972-04-30,2009-09-21
CARINA,carina@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1985-07-13,2017-07-30
ERIKA,erika@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1982-04-05,2021-12-14
GISLAINE,gislaine@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",2004-02-15,1998-08-08
EMILY,emily@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1953-11-21,2009-04-21
JAMILE,jamile@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1953-03-19,2011-04-20
CLAUDETE,claudete@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1969-05-08,2017-05-02
CATARINA,catarina@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1959-01-12,2021-07-03
GESSICA,gessica@emailbrokenia.com,"hoy comienza la mejor semana de tu vida, ¡feliz semana!",1972-07-06,2000-09-10
